Date, Element No, Used interval, SM16 Interval (new), SM17 Interval (new), SM17/SM16 Interval ratio, R (SM16), R (SM17)(exp), R (SM17), Grade, Success, abs RM16, abs RM17 (expected), abs RM17 (predicted), abs R-Metric, sqr R-Metric, Title,
Apr 28 2022 08:56:07,177,1,3,4,1.22,0.975,0.981,0.981,5,1,0.0246,0.0187,0.0187,0.006,0.0003,从总体上看，硬件保存了六个寄存器：栈段寄存器和栈指针寄存器、代码段寄存器和代码指针寄存器、错误代码寄存器、执行标志寄存器（EFLAGS），而[.]则保存了八个通用寄存器
Apr 29 2022 08:27:37,180,1,2,3,1.42,0.978,0.966,0.966,5,1,0.0218,0.0342,0.0342,-0.0124,-0.0007,由于x86的内存结构是分段化（segmented）的，因此其[.]由两部分组成：段（segment）所在位置和偏移量（offset）.
Apr 29 2022 08:27:44,51,1,2,4,1.96,0.98,0.965,0.965,5,1,0.0197,0.0346,0.0346,-0.0149,-0.0008,由于x86的内存结构是分段化（segmented）的，因此其内存指针由两部分组成：[.]和偏移量（offset）.
Apr 29 2022 08:27:54,463,1,2,1,0.5,0.94,0.975,0.975,2,0,0.9405,0.9751,0.9751,-0.0347,-0.0664,Base & Bound [.]不同进程访问对方的内存区域
Apr 29 2022 08:28:06,178,2,7,2,0.32,0.881,0.945,0.945,5,1,0.1193,0.055,0.055,0.0643,0.0112,从总体上看，硬件保存了六个寄存器：栈段寄存器和栈指针寄存器、代码段寄存器和代码指针寄存器、错误代码寄存器、执行标志寄存器（EFLAGS），而中断处理器（软件）则保存了[.]
Apr 29 2022 08:28:28,158,2,5,9,1.81,0.882,0.943,0.943,4,1,0.1176,0.0572,0.0572,0.0604,0.0106,Once the handler has saved the interrupted thread’s state to the stack_ it can use the registers as it pleases_ and it can push additional items onto the stack. So_ the .
Apr 29 2022 08:28:36,207,1,2,5,2.55,0.941,0.963,0.963,3,1,0.0588,0.0375,0.0375,0.0213,0.0021,当中断处理器执行完毕，中断处理器就会使用 [.] 将所有通用寄存器中的值恢复到原来的状态。注意，这些寄存器并不包括三个关键值
Apr 29 2022 08:28:49,419,1,2,3,1.59,0.943,0.972,0.972,4,1,0.057,0.0279,0.0279,0.0291,0.0025,内存保护会限制处于[.]的应用程序访问未经授权的内存区域
Apr 29 2022 08:29:05,176,2,5,4,0.87,0.902,0.94,0.94,4,1,0.0984,0.0599,0.0599,0.0385,0.0061,从总体上看，硬件保存了六个寄存器：[.]而中断处理器则保存了八个通用寄存器
Apr 29 2022 08:29:16,597,1,1,1,1.1,0.931,0.977,0.977,2,0,0.9308,0.9774,0.9774,-0.0466,-0.0889,OS 可以将物理内存抽象为[.]
Apr 29 2022 08:29:23,179,2,5,3,0.58,0.866,0.938,0.938,4,1,0.1337,0.062,0.062,0.0718,0.014,从总体上看，[.]保存了六个寄存器：栈段寄存器和栈指针寄存器、代码段寄存器和代码指针寄存器、错误代码寄存器、执行标志寄存器（EFLAGS），而中断处理器则保存了八个通用寄存器
Apr 29 2022 08:29:30,206,1,2,3,1.63,0.932,0.959,0.959,4,1,0.0676,0.0408,0.0408,0.0268,0.0029,当中断处理器执行完毕，[.]就会使用 `popad` 将所有通用寄存器中的值恢复到原来的状态。注意，这些寄存器并不包括三个关键值
Apr 29 2022 08:29:37,145,2,5,7,1.5,0.879,0.93,0.93,4,1,0.1209,0.0704,0.0704,0.0505,0.0097,在 16 位的 x86 架构中： `SS` 寄存器是[.]寄存器，它会被用来标识在用户内存中栈的所在位置；  `SP` 寄存器是栈指针（stack-pointer）寄存器，它会标识当前栈中栈顶的所在位置（以偏移量的方式）；
Apr 29 2022 08:29:45,181,1,2,5,2.3,0.939,0.958,0.958,3,1,0.0609,0.0425,0.0425,0.0185,0.0019,由于x86的内存结构是分段化（segmented）的，因此其内存指针由两部分组成：段（segment）所在位置和[.]
Apr 29 2022 08:29:55,465,1,3,4,1.43,0.94,0.969,0.969,5,1,0.0596,0.0307,0.0307,0.0289,0.0026,因此当程序被加载到内存时，内核必须修改[.]的地址以适应 Base & Bound 所划定的范围
Apr 29 2022 08:30:05,447,1,2,3,1.37,0.942,0.969,0.969,4,1,0.0583,0.0314,0.0314,0.0269,0.0024,Base & bound 内存保护指的是每当[.]的时候，都会检查指令和数据地址是否在 Base & Bound 所划定的范围内
Apr 29 2022 08:49:11,112,4,1,1,1.04,0.729,0.872,0.872,1,0,0.7289,0.8724,0.8724,-0.1434,-0.2297,实现[.]的关键在于：处理器必须在执行可能修改处理器状态指令的同时，将处理器状态保存起来并执行上下文切换
Apr 29 2022 08:49:49,209,1,2,4,1.88,0.956,0.959,0.959,3,1,0.0436,0.0409,0.0409,0.0027,0.0002,当中断处理器执行完毕，中断处理器就会使用 `popad` 将所有通用寄存器中的值恢复到原来的状态。注意，这些寄存器并不包括[.]
Apr 29 2022 08:50:03,409,2,4,5,1.26,0.919,0.969,0.969,4,1,0.0809,0.0305,0.0305,0.0504,0.0056,为使操作系统能在隔离不同用户和进程的同时，让用户进程能直接在硬件上运行，硬件至少需要支持以下三样东西  为了实现对偶模式，硬件需要支持：特权指令、[.]、计时器中断
Apr 30 2022 10:44:22,212,2,4,8,2.06,0.923,0.915,0.915,4,1,0.0769,0.0847,0.0847,-0.0078,-0.0013,硬件完成[.]之后，就会将储存在临时硬件寄存器中的值保存到中断栈
Apr 30 2022 10:44:30,810,1,2,3,1.52,0.962,0.967,0.967,4,1,0.0385,0.0329,0.0329,0.0055,0.0004,系统调用中的[.]，指的是一对连接用户进程和内核的程序
Apr 30 2022 10:44:34,493,2,4,4,0.96,0.928,0.926,0.926,4,1,0.0719,0.0742,0.0742,-0.0023,-0.0003,如果让很大一部分代码放在内核之外，那么[.]代码就会少许多，操作系统的可依赖性自然也就更强
Apr 30 2022 10:44:45,717,1,2,2,1.03,0.964,0.954,0.954,4,1,0.036,0.0458,0.0458,-0.0098,-0.0008,整个上下文切换过程中，硬件总共保存了两次栈指针，第一次是将用户栈指针保存了进去，第二次是将[.]保存了进去
Apr 30 2022 10:44:55,559,2,4,3,0.74,0.933,0.926,0.926,4,1,0.0674,0.0742,0.0742,-0.0068,-0.001,[可执行映像]  编译器同时也会将源代码中定义的[.]在编译时一并保存到可执行映像中
Apr 30 2022 10:45:13,813,1,2,1,0.5,0.953,0.966,0.966,2,0,0.9531,0.9663,0.9663,-0.0132,-0.0253,桩不仅能协调用户进程和内核，也能在[.]
Apr 30 2022 10:45:36,662,2,5,7,1.33,0.912,0.929,0.929,4,1,0.0878,0.0715,0.0715,0.0164,0.0026,[.]意味着系统将会忠实的按照设计做事，由于操作系统本身极为庞大，因此传统的使用测试用例调试程序这一方法可能在此并不适用
Apr 30 2022 10:45:40,517,2,4,3,0.86,0.916,0.922,0.922,4,1,0.0844,0.0784,0.0784,0.006,0.001,一切照常时，计时器异常处理器（timer handler）会在指令中断处恢复执行，此时的中断对用户进程是[.]的
Apr 30 2022 10:46:32,824,1,2,1,0.5,0.946,0.965,0.965,1,0,0.9457,0.9648,0.9648,-0.0191,-0.0365,系统调用中的捕获指令是由谁来执行的？[.]
Apr 30 2022 10:46:43,816,1,2,4,1.84,0.958,0.962,0.982,4,1,0.0419,0.0377,0.0185,0.0234,0.0014,不同系统调用会共用同一对桩吗？ [.]
Apr 30 2022 10:46:58,829,1,2,3,1.61,0.959,0.963,0.982,4,1,0.0413,0.0371,0.0182,0.0231,0.0014,被用户层桩程序所调用的俘获处理器实际上就是[.]
Apr 30 2022 10:47:07,682,2,2,1,0.65,0.887,0.923,0.965,2,0,0.8873,0.9233,0.9655,-0.0781,-0.1447,AVM 是操作系统提供给应用程序的[.]
Apr 30 2022 10:47:11,596,2,5,4,0.85,0.891,0.922,0.922,4,1,0.1088,0.0779,0.0779,0.0309,0.0058,OS 可以将[.]抽象为地址空间
Apr 30 2022 10:47:15,622,2,5,4,0.7,0.895,0.922,0.968,4,1,0.1053,0.0784,0.032,0.0733,0.0101,“裁判”需要实现公平合理的[.]
Apr 30 2022 10:47:33,579,2,7,3,0.43,0.898,0.92,0.967,5,1,0.1019,0.0803,0.0328,0.0691,0.0093,OS 的幻术师（Illusionist）工作指的是 [.]，以简化对应用程序设计者的要求
